,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
332,1,27,81,Bravyi et al. (qiskit),54,49,76,0.0068206787109375,69,52
333,1,27,81,Ewout van den Berg (stim),54,35,86,0.009662389755249023,54,43
334,1,27,81,Duncan et al (pyzx),206,58,97,0.03371858596801758,88,36
335,1,27,81,Maslov et al,46,397,1971,0.226334810256958,260,182
336,2,27,81,ours,76,81,133,0.13193941116333008,112,80
337,2,27,81,ours_random,110,102,159,0.1326587200164795,117,94
338,2,27,81,ours_temp,79,79,115,2.577633857727051,97,66
339,2,27,81,qiskit transpile,32,22,27,0.003909587860107422,10,6
340,2,27,81,Bravyi et al. (qiskit),33,30,42,0.0051364898681640625,32,16
341,2,27,81,Ewout van den Berg (stim),41,35,52,0.007764577865600586,35,19
342,2,27,81,Duncan et al (pyzx),120,35,42,0.021259069442749023,33,10
343,2,27,81,Maslov et al,55,469,1952,0.15663671493530273,256,182
344,3,27,81,ours,85,106,97,0.13182640075683594,106,72
345,3,27,81,ours_random,141,135,209,0.15101003646850586,188,136
346,3,27,81,ours_temp,73,101,106,2.5140979290008545,99,74
347,3,27,81,qiskit transpile,22,31,28,0.003930568695068359,10,7
348,3,27,81,Bravyi et al. (qiskit),50,44,48,0.005462646484375,54,35
349,3,27,81,Ewout van den Berg (stim),65,54,75,0.009830236434936523,57,47
350,3,27,81,Duncan et al (pyzx),139,42,59,0.02707505226135254,53,24
351,3,27,81,Maslov et al,40,421,1972,0.15081024169921875,248,174
352,4,27,81,ours,49,66,59,0.1176137924194336,50,29
353,4,27,81,ours_random,75,79,157,0.13158488273620605,122,95
354,4,27,81,ours_temp,69,70,76,2.49757719039917,63,46
355,4,27,81,qiskit transpile,30,27,22,0.004341840744018555,9,6
356,4,27,81,Bravyi et al. (qiskit),50,53,43,0.006036043167114258,30,14
357,4,27,81,Ewout van den Berg (stim),49,51,43,0.007988452911376953,28,13
358,4,27,81,Duncan et al (pyzx),94,28,28,0.01744556427001953,18,7
359,4,27,81,Maslov et al,46,260,1878,0.1260535717010498,230,184
360,5,27,81,ours,56,67,69,0.11937117576599121,67,41
361,5,27,81,ours_random,112,105,160,0.13394927978515625,151,113
362,5,27,81,ours_temp,72,72,81,2.448350667953491,81,51
363,5,27,81,qiskit transpile,29,25,27,0.004210472106933594,10,7
364,5,27,81,Bravyi et al. (qiskit),39,44,50,0.005758523941040039,41,25
365,5,27,81,Ewout van den Berg (stim),40,50,47,0.008088827133178711,35,19
366,5,27,81,Duncan et al (pyzx),118,35,46,0.021383285522460938,43,18
367,5,27,81,Maslov et al,46,420,1944,0.13691115379333496,257,186
368,6,27,81,ours,56,45,75,0.12273263931274414,66,46
369,6,27,81,ours_random,100,84,156,0.13469433784484863,127,93
370,6,27,81,ours_temp,65,70,90,2.484133243560791,81,59
371,6,27,81,qiskit transpile,34,20,27,0.0038759708404541016,11,5
372,6,27,81,Bravyi et al. (qiskit),44,31,47,0.005406379699707031,25,17
373,6,27,81,Ewout van den Berg (stim),46,25,53,0.007699489593505859,24,17
374,6,27,81,Duncan et al (pyzx),120,27,44,0.01999378204345703,32,17
375,6,27,81,Maslov et al,46,454,2027,0.2170093059539795,260,180
376,7,27,81,ours,61,57,79,0.1219022274017334,68,49
377,7,27,81,ours_random,116,98,191,0.1406865119934082,159,123
378,7,27,81,ours_temp,55,58,69,2.5362448692321777,64,40
379,7,27,81,qiskit transpile,26,27,28,0.0039370059967041016,9,8
380,7,27,81,Bravyi et al. (qiskit),51,39,47,0.005722999572753906,39,24
381,7,27,81,Ewout van den Berg (stim),55,42,59,0.008536577224731445,38,26
382,7,27,81,Duncan et al (pyzx),119,35,42,0.021143674850463867,37,14
383,7,27,81,Maslov et al,44,359,1960,0.13611054420471191,243,178
384,8,27,81,ours,93,92,114,0.12857413291931152,99,69
385,8,27,81,ours_random,139,113,231,0.15040874481201172,175,140
