,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
309,18,5,5,Ewout van den Berg (stim),3,2,0,0.0034804344177246094,2,0.0
310,18,5,5,Duncan et al (pyzx),3,2,0,0.005300998687744141,2,0.0
311,18,5,5,Maslov et al,7,2,78,0.01508641242980957,69,66.0
312,19,5,5,ours,6,7,2,0.0037870407104492188,13,2.0
313,19,5,5,ours_random,6,1,4,0.004385232925415039,7,4.0
314,19,5,5,ours_temp,6,7,2,0.06073427200317383,13,2.0
315,19,5,5,qiskit transpile,2,1,2,0.004061698913574219,3,
316,19,5,5,Bravyi et al. (qiskit),4,2,3,0.004009246826171875,7,3.0
317,19,5,5,Ewout van den Berg (stim),4,2,3,0.003994941711425781,7,3.0
318,19,5,5,Duncan et al (pyzx),14,1,6,0.008321762084960938,16,6.0
319,19,5,5,Maslov et al,8,9,83,0.014467954635620117,81,71.0
320,0,5,9,ours,5,6,2,0.002302408218383789,8,2.0
321,0,5,9,ours_random,5,7,5,0.0025691986083984375,8,5.0
322,0,5,9,ours_temp,5,6,2,0.05178117752075195,8,2.0
323,0,5,9,qiskit transpile,2,4,3,0.0039882659912109375,4,
324,0,5,9,Bravyi et al. (qiskit),4,4,7,0.004802703857421875,10,7.0
325,0,5,9,Ewout van den Berg (stim),2,4,3,0.004025459289550781,5,3.0
326,0,5,9,Duncan et al (pyzx),10,4,3,0.007639169692993164,9,3.0
327,0,5,9,Maslov et al,8,20,78,0.014830827713012695,73,64.0
328,1,5,9,ours,5,5,9,0.0033926963806152344,15,9.0
329,1,5,9,ours_random,5,0,8,0.003313779830932617,11,8.0
330,1,5,9,ours_temp,3,0,8,0.06825780868530273,11,8.0
331,1,5,9,qiskit transpile,5,0,4,0.003911018371582031,5,
332,1,5,9,Bravyi et al. (qiskit),3,0,4,0.0036094188690185547,4,3.0
333,1,5,9,Ewout van den Berg (stim),3,0,4,0.004022359848022461,4,3.0
334,1,5,9,Duncan et al (pyzx),13,0,4,0.007401466369628906,8,3.0
335,1,5,9,Maslov et al,7,34,84,0.015030384063720703,100,72.0
336,2,5,9,ours,6,10,4,0.0029230117797851562,10,4.0
337,2,5,9,ours_random,1,4,8,0.0027980804443359375,10,8.0
338,2,5,9,ours_temp,6,10,4,0.062442779541015625,10,4.0
339,2,5,9,qiskit transpile,1,4,7,0.004888057708740234,8,
340,2,5,9,Bravyi et al. (qiskit),3,4,3,0.004857301712036133,6,3.0
341,2,5,9,Ewout van den Berg (stim),3,4,3,0.004251241683959961,6,3.0
342,2,5,9,Duncan et al (pyzx),11,4,3,0.008193492889404297,11,3.0
343,2,5,9,Maslov et al,9,4,85,0.013882160186767578,75,72.0
344,3,5,9,ours,7,7,3,0.0027511119842529297,11,3.0
345,3,5,9,ours_random,9,7,5,0.0032944679260253906,11,5.0
346,3,5,9,ours_temp,7,7,3,0.059060096740722656,11,3.0
347,3,5,9,qiskit transpile,4,3,2,0.003919839859008789,3,
348,3,5,9,Bravyi et al. (qiskit),6,4,7,0.004836320877075195,13,7.0
349,3,5,9,Ewout van den Berg (stim),6,4,7,0.0053789615631103516,11,7.0
350,3,5,9,Duncan et al (pyzx),10,3,2,0.008087396621704102,7,2.0
351,3,5,9,Maslov et al,8,20,83,0.01568007469177246,85,70.0
352,4,5,9,ours,9,7,5,0.003210783004760742,13,5.0
353,4,5,9,ours_random,9,7,5,0.0028123855590820312,16,5.0
354,4,5,9,ours_temp,5,3,4,0.06468057632446289,8,4.0
355,4,5,9,qiskit transpile,3,3,3,0.0040607452392578125,6,
356,4,5,9,Bravyi et al. (qiskit),9,7,7,0.00560760498046875,19,7.0
357,4,5,9,Ewout van den Berg (stim),9,7,7,0.005533933639526367,17,6.0
358,4,5,9,Duncan et al (pyzx),13,3,7,0.009113311767578125,18,7.0
359,4,5,9,Maslov et al,7,3,92,0.015567541122436523,83,78.0
360,5,5,9,ours,4,9,2,0.0024499893188476562,11,1.0
361,5,5,9,ours_random,4,9,6,0.0032501220703125,11,6.0
362,5,5,9,ours_temp,4,9,2,0.05363893508911133,11,1.0
363,5,5,9,qiskit transpile,4,3,2,0.004225730895996094,5,
364,5,5,9,Bravyi et al. (qiskit),4,4,3,0.004050016403198242,7,2.0
365,5,5,9,Ewout van den Berg (stim),4,4,3,0.004316568374633789,7,2.0
366,5,5,9,Duncan et al (pyzx),12,3,2,0.007752418518066406,6,1.0
