,n_rep,num_qubits,n_gadgets,method,h,s,cx,time,depth,2q_depth
174,3,5,41,ours_temp,15,22,14,0.21492743492126465,24,12
175,3,5,41,Bravyi et al. (qiskit),13,19,15,0.0044863224029541016,27,15
176,4,5,41,ours,15,17,15,0.0052640438079833984,30,13
177,4,5,41,ours_random,19,16,20,0.005331516265869141,28,17
178,4,5,41,ours_temp,17,17,12,0.21049046516418457,24,9
179,4,5,41,Bravyi et al. (qiskit),14,16,18,0.0038704872131347656,26,16
180,5,5,41,ours,17,26,13,0.004473447799682617,29,12
181,5,5,41,ours_random,13,17,16,0.00484156608581543,24,14
182,5,5,41,ours_temp,15,21,12,0.20934343338012695,23,11
183,5,5,41,Bravyi et al. (qiskit),11,13,15,0.00450897216796875,22,13
184,6,5,41,ours,18,26,12,0.004449129104614258,22,8
185,6,5,41,ours_random,22,23,16,0.005892276763916016,30,14
186,6,5,41,ours_temp,18,26,12,0.20603489875793457,22,8
187,6,5,41,Bravyi et al. (qiskit),18,20,19,0.004201412200927734,32,19
188,7,5,41,ours,11,17,10,0.003623485565185547,21,10
189,7,5,41,ours_random,10,15,17,0.004686117172241211,28,15
190,7,5,41,ours_temp,11,15,10,0.178802490234375,14,9
191,7,5,41,Bravyi et al. (qiskit),10,8,13,0.0033464431762695312,20,13
192,8,5,41,ours,20,19,10,0.0041391849517822266,25,9
193,8,5,41,ours_random,13,18,14,0.0042684078216552734,24,12
194,8,5,41,ours_temp,19,22,7,0.163740873336792,21,6
195,8,5,41,Bravyi et al. (qiskit),17,24,8,0.00449824333190918,22,8
196,9,5,41,ours,14,22,15,0.004689216613769531,25,13
197,9,5,41,ours_random,16,20,18,0.004746913909912109,27,17
198,9,5,41,ours_temp,12,22,12,0.20389294624328613,20,10
199,9,5,41,Bravyi et al. (qiskit),12,16,15,0.004060268402099609,26,14
200,10,5,41,ours,14,19,9,0.004285097122192383,23,8
201,10,5,41,ours_random,17,18,12,0.004378080368041992,24,11
202,10,5,41,ours_temp,6,18,8,0.17079687118530273,16,7
203,10,5,41,Bravyi et al. (qiskit),18,15,16,0.004374980926513672,28,15
204,11,5,41,ours,14,15,12,0.004268646240234375,22,11
205,11,5,41,ours_random,17,21,16,0.0050008296966552734,28,15
206,11,5,41,ours_temp,14,15,10,0.18912267684936523,20,7
207,11,5,41,Bravyi et al. (qiskit),16,14,15,0.003997325897216797,26,13
208,12,5,41,ours,17,33,14,0.004921913146972656,36,14
209,12,5,41,ours_random,12,21,16,0.005002498626708984,26,15
210,12,5,41,ours_temp,16,18,13,0.22289681434631348,26,12
211,12,5,41,Bravyi et al. (qiskit),11,18,15,0.0042438507080078125,28,13
212,13,5,41,ours,14,21,15,0.00488734245300293,25,12
213,13,5,41,ours_random,11,15,15,0.005026817321777344,24,14
214,13,5,41,ours_temp,15,13,12,0.2023911476135254,19,9
215,13,5,41,Bravyi et al. (qiskit),13,20,14,0.004442453384399414,23,13
216,14,5,41,ours,19,19,21,0.004949808120727539,34,20
217,14,5,41,ours_random,18,12,18,0.004940032958984375,30,16
218,14,5,41,ours_temp,5,21,10,0.21094012260437012,20,9
219,14,5,41,Bravyi et al. (qiskit),17,21,18,0.004317760467529297,30,16
220,15,5,41,ours,12,21,8,0.004049539566040039,18,8
221,15,5,41,ours_random,19,28,12,0.004432201385498047,26,11
222,15,5,41,ours_temp,16,26,7,0.17616772651672363,19,7
223,15,5,41,Bravyi et al. (qiskit),8,10,12,0.003634214401245117,21,11
224,16,5,41,ours,6,12,5,0.0033864974975585938,16,5
225,16,5,41,ours_random,6,19,7,0.0035054683685302734,18,6
226,16,5,41,ours_temp,6,12,5,0.14739513397216797,13,5
227,16,5,41,Bravyi et al. (qiskit),4,14,7,0.0031137466430664062,11,5
228,17,5,41,ours,11,13,12,0.003941774368286133,20,10
229,17,5,41,ours_random,10,12,15,0.004599332809448242,25,14
230,17,5,41,ours_temp,11,12,9,0.17353558540344238,21,8
231,17,5,41,Bravyi et al. (qiskit),10,10,10,0.003853321075439453,19,10
232,18,5,41,ours,18,27,15,0.004780292510986328,30,15
233,18,5,41,ours_random,17,21,15,0.0043468475341796875,26,14
234,18,5,41,ours_temp,16,22,14,0.20279502868652344,27,13
235,18,5,41,Bravyi et al. (qiskit),19,26,20,0.004266500473022461,33,17
236,19,5,41,ours,13,22,11,0.004136085510253906,20,8
237,19,5,41,ours_random,16,18,16,0.004790782928466797,25,13
238,19,5,41,ours_temp,13,16,10,0.18267416954040527,14,8
239,19,5,41,Bravyi et al. (qiskit),17,18,12,0.0043489933013916016,21,10
240,0,5,61,ours,14,19,13,0.0047643184661865234,24,11
241,0,5,61,ours_random,15,25,18,0.0052187442779541016,31,14
242,0,5,61,ours_temp,14,16,11,0.20685362815856934,25,8
243,0,5,61,Bravyi et al. (qiskit),14,20,15,0.0043790340423583984,24,13
244,1,5,61,ours,17,20,15,0.0047647953033447266,31,13
245,1,5,61,ours_random,17,21,16,0.004715919494628906,30,14
246,1,5,61,ours_temp,18,22,13,0.21673202514648438,26,11
247,1,5,61,Bravyi et al. (qiskit),20,24,17,0.0059661865234375,28,14
248,2,5,61,ours,20,18,14,0.004762887954711914,26,13
249,2,5,61,ours_random,18,25,18,0.005741596221923828,34,15
250,2,5,61,ours_temp,22,21,13,0.21168184280395508,25,12
251,2,5,61,Bravyi et al. (qiskit),15,10,20,0.00392603874206543,32,20
252,3,5,61,ours,17,20,15,0.004534006118774414,28,14
253,3,5,61,ours_random,19,20,19,0.005010128021240234,33,16
254,3,5,61,ours_temp,11,14,10,0.20153570175170898,20,8
255,3,5,61,Bravyi et al. (qiskit),11,12,10,0.00413060188293457,17,10
256,4,5,61,ours,20,21,14,0.004835605621337891,26,12
257,4,5,61,ours_random,23,28,17,0.005078315734863281,33,14
258,4,5,61,ours_temp,19,19,13,0.2111964225769043,24,10
259,4,5,61,Bravyi et al. (qiskit),14,14,17,0.004303932189941406,25,16
260,5,5,61,ours,17,19,14,0.004759311676025391,24,12
261,5,5,61,ours_random,19,23,19,0.005373239517211914,32,16
262,5,5,61,ours_temp,18,25,13,0.2213916778564453,26,11
263,5,5,61,Bravyi et al. (qiskit),13,18,14,0.0044558048248291016,24,12
264,6,5,61,ours,12,19,17,0.004631519317626953,27,14
265,6,5,61,ours_random,16,19,18,0.005028963088989258,23,15
266,6,5,61,ours_temp,15,23,14,0.21532988548278809,22,10
267,6,5,61,Bravyi et al. (qiskit),15,16,13,0.0041692256927490234,21,11
268,7,5,61,ours,14,16,13,0.004433155059814453,21,11
269,7,5,61,ours_random,18,27,16,0.0053517818450927734,32,16
270,7,5,61,ours_temp,18,26,12,0.21497249603271484,22,9
271,7,5,61,Bravyi et al. (qiskit),13,11,16,0.00386810302734375,24,14
272,8,5,61,ours,22,33,15,0.005463600158691406,33,13
273,8,5,61,ours_random,22,28,18,0.005208730697631836,36,17
274,8,5,61,ours_temp,15,22,14,0.2220299243927002,30,11
275,8,5,61,Bravyi et al. (qiskit),14,20,15,0.004542350769042969,24,13
276,9,5,61,ours,14,22,17,0.00490260124206543,30,15
277,9,5,61,ours_random,18,19,18,0.005261898040771484,29,16
278,9,5,61,ours_temp,19,21,12,0.22321224212646484,30,12
279,9,5,61,Bravyi et al. (qiskit),22,18,18,0.004173994064331055,31,15
280,10,5,61,ours,21,25,14,0.004685401916503906,29,11
281,10,5,61,ours_random,20,28,19,0.005375862121582031,35,17
282,10,5,61,ours_temp,14,15,13,0.20548295974731445,24,12
283,10,5,61,Bravyi et al. (qiskit),16,18,18,0.003949165344238281,29,16
284,11,5,61,ours,17,23,13,0.004557609558105469,28,11
285,11,5,61,ours_random,18,19,18,0.0051288604736328125,35,16
286,11,5,61,ours_temp,14,19,12,0.21964144706726074,24,10
287,11,5,61,Bravyi et al. (qiskit),10,17,20,0.004057168960571289,27,17
288,12,5,61,ours,22,23,17,0.0051958560943603516,36,15
289,12,5,61,ours_random,19,23,17,0.005056858062744141,33,16
290,12,5,61,ours_temp,17,16,14,0.22135663032531738,26,12
291,12,5,61,Bravyi et al. (qiskit),18,22,16,0.0044708251953125,28,15
292,13,5,61,ours,11,12,14,0.004810333251953125,26,13
293,13,5,61,ours_random,11,7,16,0.005215167999267578,25,14
294,13,5,61,ours_temp,16,20,11,0.2070937156677246,21,8
295,13,5,61,Bravyi et al. (qiskit),14,13,19,0.004413604736328125,24,16
296,14,5,61,ours,11,6,16,0.004503965377807617,24,13
297,14,5,61,ours_random,22,26,17,0.0056765079498291016,34,14
298,14,5,61,ours_temp,24,29,13,0.2079007625579834,31,12
299,14,5,61,Bravyi et al. (qiskit),12,14,17,0.004729270935058594,26,15
300,15,5,61,ours,16,22,15,0.004914283752441406,29,13
301,15,5,61,ours_random,12,21,14,0.005643129348754883,24,12
302,15,5,61,ours_temp,16,20,13,0.21384787559509277,24,10
303,15,5,61,Bravyi et al. (qiskit),18,21,17,0.004118919372558594,28,15
304,16,5,61,ours,18,23,15,0.004912614822387695,30,13
305,16,5,61,ours_random,21,32,17,0.00544285774230957,34,13
306,16,5,61,ours_temp,16,21,14,0.2235250473022461,24,10
307,16,5,61,Bravyi et al. (qiskit),14,19,15,0.004014015197753906,28,13
308,17,5,61,ours,13,15,12,0.004251003265380859,24,11
309,17,5,61,ours_random,15,21,15,0.004222393035888672,21,13
310,17,5,61,ours_temp,9,17,11,0.1935901641845703,19,9
311,17,5,61,Bravyi et al. (qiskit),12,12,16,0.004201650619506836,24,15
312,18,5,61,ours,13,21,14,0.00482940673828125,26,12
313,18,5,61,ours_random,19,19,18,0.004904508590698242,32,15
314,18,5,61,ours_temp,13,21,14,0.21668171882629395,26,12
315,18,5,61,Bravyi et al. (qiskit),12,12,19,0.003919124603271484,27,17
316,19,5,61,ours,20,22,10,0.003986358642578125,24,10
317,19,5,61,ours_random,14,16,14,0.004213571548461914,28,14
318,19,5,61,ours_temp,15,17,7,0.19848227500915527,16,6
319,19,5,61,Bravyi et al. (qiskit),14,15,16,0.004079341888427734,25,13
320,0,5,81,ours,18,22,12,0.0049211978912353516,27,11
321,0,5,81,ours_random,16,22,16,0.004686832427978516,33,14
322,0,5,81,ours_temp,18,22,12,0.2192981243133545,27,11
323,0,5,81,Bravyi et al. (qiskit),9,10,11,0.00371551513671875,20,9
324,1,5,81,ours,13,14,14,0.004811763763427734,22,10
325,1,5,81,ours_random,14,21,17,0.005053281784057617,31,17
326,1,5,81,ours_temp,17,30,13,0.2111496925354004,32,12
327,1,5,81,Bravyi et al. (qiskit),8,16,22,0.00390934944152832,28,19
328,2,5,81,ours,14,19,13,0.0045013427734375,29,10
329,2,5,81,ours_random,14,15,16,0.005435943603515625,28,16
330,2,5,81,ours_temp,10,18,11,0.2035219669342041,19,9
331,2,5,81,Bravyi et al. (qiskit),16,20,14,0.004520416259765625,27,13
332,3,5,81,ours,13,19,17,0.004728078842163086,25,13
333,3,5,81,ours_random,12,17,19,0.0048389434814453125,23,16
334,3,5,81,ours_temp,11,18,13,0.210371732711792,24,10
335,3,5,81,Bravyi et al. (qiskit),10,14,20,0.003988981246948242,26,19
336,4,5,81,ours,16,21,12,0.005000114440917969,21,11
337,4,5,81,ours_random,16,29,17,0.004987955093383789,33,17
338,4,5,81,ours_temp,13,23,11,0.20601129531860352,22,10
339,4,5,81,Bravyi et al. (qiskit),16,22,16,0.004454135894775391,23,14
340,5,5,81,ours,15,14,15,0.004950284957885742,27,13
341,5,5,81,ours_random,15,19,18,0.0052912235260009766,29,16
342,5,5,81,ours_temp,14,11,10,0.19533586502075195,16,8
343,5,5,81,Bravyi et al. (qiskit),14,16,11,0.003660917282104492,20,10
344,6,5,81,ours,14,24,11,0.0048067569732666016,22,10
345,6,5,81,ours_random,15,25,18,0.005002737045288086,30,16
346,6,5,81,ours_temp,14,24,11,0.19840240478515625,22,10
347,6,5,81,Bravyi et al. (qiskit),17,16,14,0.003919124603271484,21,11
348,7,5,81,ours,20,24,18,0.005071878433227539,30,16
349,7,5,81,ours_random,18,23,14,0.004531383514404297,26,11
350,7,5,81,ours_temp,16,19,14,0.2158219814300537,22,11
351,7,5,81,Bravyi et al. (qiskit),11,16,17,0.0037865638732910156,24,15
352,8,5,81,ours,17,22,17,0.004971742630004883,29,13
353,8,5,81,ours_random,13,20,15,0.0045359134674072266,26,14
354,8,5,81,ours_temp,17,25,11,0.21065354347229004,31,10
355,8,5,81,Bravyi et al. (qiskit),10,11,12,0.0036208629608154297,18,10
356,9,5,81,ours,19,21,14,0.005187511444091797,26,12
357,9,5,81,ours_random,17,23,18,0.0051860809326171875,34,15
358,9,5,81,ours_temp,14,21,13,0.22163605690002441,30,11
359,9,5,81,Bravyi et al. (qiskit),18,17,23,0.0043871402740478516,33,21
360,10,5,81,ours,7,15,12,0.004204750061035156,20,10
361,10,5,81,ours_random,11,15,14,0.005432844161987305,23,13
362,10,5,81,ours_temp,7,15,12,0.20603632926940918,21,10
363,10,5,81,Bravyi et al. (qiskit),17,17,19,0.005014657974243164,28,16
364,11,5,81,ours,9,23,14,0.005025386810302734,23,12
365,11,5,81,ours_random,10,21,18,0.004837512969970703,27,16
366,11,5,81,ours_temp,9,23,14,0.22806501388549805,23,12
367,11,5,81,Bravyi et al. (qiskit),12,16,16,0.004196882247924805,22,15
368,12,5,81,ours,14,23,14,0.0046558380126953125,22,11
